0.005, 6.878809840000002e-06, 0.6
0.01, 6.038205258399998e-06, 0.7659999999999999
0.015, 5.934362572584002e-06, 0.7276599999999999
0.02, 6.140025895725838e-06, 0.7272766
0.025, 6.52637996895726e-06, 0.687272766
0.03, 6.045192799689572e-06, 0.7268727276600001
0.035, 6.370318827996895e-06, 0.6772687272766
0.04, 5.7970788282799704e-06, 0.7667726872727659
0.045, 6.454920018282796e-06, 0.7476677268727276
0.05, 6.641561770182827e-06, 0.6374766772687273
0.055, 5.662850707701828e-06, 0.7963747667726873
0.06, 6.005038497077022e-06, 0.7479637476677269
0.065, 6.2016819449707734e-06, 0.7074796374766773
0.07, 6.451343879449709e-06, 0.6970747963747668
0.075, 6.210200508794496e-06, 0.7169707479637476
0.08, 6.059623805087947e-06, 0.7471697074796375
0.085, 5.738928158050882e-06, 0.7374716970747963
0.09, 5.919780201580507e-06, 0.6873747169707479
0.095, 6.096475892015805e-06, 0.7068737471697075
0.1, 6.145671608920159e-06, 0.7170687374716971
0.105, 6.274544786089204e-06, 0.6871706873747169
0.11, 6.120329687860893e-06, 0.7668717068737472
0.115, 5.9007180168786106e-06, 0.6976687170687375
0.12, 5.7600459501687865e-06, 0.7869766871706874
0.125, 6.216636649501688e-06, 0.677869766871707
0.13, 5.7299696464950175e-06, 0.7867786976687171
0.135, 6.1937624464649485e-06, 0.7478677869766872
0.14, 5.7013309144646485e-06, 0.7874786778697669
0.145, 6.080374979144648e-06, 0.7378747867786977
0.15, 6.381270779791447e-06, 0.6573787478677869
0.155, 5.757365197797914e-06, 0.766573787478678
0.16, 6.215532191977981e-06, 0.6976657378747868
0.165, 5.456850191919779e-06, 0.8169766573787478
0.17, 5.905386691919195e-06, 0.6981697665737875
0.17500000000000002, 5.8656048169191924e-06, 0.7669816976657379
0.18, 5.905542748169193e-06, 0.7376698169766575
0.185, 6.138006757481693e-06, 0.7173766981697665
0.19, 6.541694797574817e-06, 0.6271737669816977
0.195, 5.911962617975747e-06, 0.7762717376698169
0.2, 6.112882066179758e-06, 0.7177627173766982
0.20500000000000002, 6.289528170661797e-06, 0.697177627173767
0.21, 6.01317445170662e-06, 0.7469717762717377
0.215, 5.762489094517068e-06, 0.7974697177627174
0.22, 6.1342707909451736e-06, 0.7379746971776271
0.225, 6.298727947909452e-06, 0.6573797469717764
0.23, 5.991806469479096e-06, 0.7765737974697177
0.23500000000000001, 5.972503284694793e-06, 0.7177657379746972
0.24, 6.0481869228469454e-06, 0.707177657379747
0.245, 5.922860849228471e-06, 0.7370717765737974
0.25, 5.851927568492284e-06, 0.787370717765738
0.255, 5.771636335684926e-06, 0.7578737071776573
0.26, 5.666232123356851e-06, 0.8275787370717765
0.265, 5.971710441233564e-06, 0.7082757873707177
0.27, 6.297016494412332e-06, 0.7370827578737073
0.275, 5.978995774944122e-06, 0.7573708275787371
0.28, 5.9793560977494405e-06, 0.6875737082757873
0.28500000000000003, 5.777390540977495e-06, 0.7868757370827578
0.29, 6.0701801854097746e-06, 0.7078687573708277
0.295, 5.784073301854097e-06, 0.7570786875737083
0.3, 5.868449613018541e-06, 0.7275707868757371
0.305, 5.965740786130182e-06, 0.7572757078687573
0.31, 6.0466411278613e-06, 0.7475727570786875
0.315, 6.378885471278612e-06, 0.6474757275707869
0.32, 5.8442353647127865e-06, 0.7564747572757079
0.325, 5.915797953647127e-06, 0.7375647475727571
0.33, 5.552300529536469e-06, 0.7773756474757276
0.335, 6.055677055295363e-06, 0.7477737564747574
0.34, 6.31468378055295e-06, 0.6974777375647476
0.34500000000000003, 5.769268737805528e-06, 0.7469747773756475
0.35000000000000003, 6.074469307378052e-06, 0.7074697477737564
0.355, 6.020026673073783e-06, 0.7570746974777376
0.36, 5.959512806730737e-06, 0.7675707469747773
0.365, 6.124963688067307e-06, 0.6976757074697477
0.37, 6.4547037668806726e-06, 0.6469767570746976
0.375, 5.949099017668808e-06, 0.746469767570747
0.38, 5.863228560176688e-06, 0.7374646976757074
0.385, 5.267889915601766e-06, 0.8073746469767571
0.39, 5.158903899156021e-06, 0.7280737464697675
0.395, 6.03307726899156e-06, 0.6972807374646977
0.4, 6.051973212689916e-06, 0.696972807374647
0.405, 6.207992602126898e-06, 0.7069697280737465
0.41000000000000003, 5.571916556021267e-06, 0.7970696972807374
0.41500000000000004, 6.2145884755602144e-06, 0.7079706969728073
0.42, 6.153378214755603e-06, 0.7170797069697281
0.425, 5.7508566821475545e-06, 0.7971707970696973
0.43, 6.259073856821475e-06, 0.697971707970697
0.435, 6.1409555785682165e-06, 0.706979717079707
0.44, 6.268184295785681e-06, 0.717069797170797
0.445, 5.550274012957857e-06, 0.7871706979717079
0.45, 6.3898790601295785e-06, 0.677871706979717
0.455, 5.845532680601297e-06, 0.7667787170697972
0.46, 5.682995136806014e-06, 0.7476677871706979
