0.005, 6.091294260000003e-06, 0.71
0.01, 5.0969236426e-06, 0.8671000000000001
0.015, 5.834872756425998e-06, 0.7886709999999999
0.02, 5.53708607756426e-06, 0.74788671
0.025, 5.0247769807756404e-06, 0.8174788671000001
0.03, 5.088399519807757e-06, 0.8581747886709999
0.035, 5.1113469151980775e-06, 0.8285817478867099
0.04, 5.87687619915198e-06, 0.7682858174788672
0.045, 5.675593391991521e-06, 0.7776828581747887
0.05, 5.432885123919916e-06, 0.8077768285817478
0.055, 5.412233291239201e-06, 0.7780777682858175
0.06, 4.995082762912393e-06, 0.8177807776828581
0.065, 5.592448457629122e-06, 0.7381778077768285
0.07, 5.204576014576291e-06, 0.8073817780777682
0.075, 5.473453050145764e-06, 0.7580738177807776
0.08, 5.458815830501458e-06, 0.7875807381778077
0.085, 5.218412768305014e-06, 0.8178758073817781
0.09, 5.6087293476830525e-06, 0.7581787580738178
0.095, 5.335797533476829e-06, 0.8075817875807383
0.1, 5.350515745334769e-06, 0.8280758178758074
0.105, 5.461694427453347e-06, 0.788280758178758
0.11, 4.858043154274532e-06, 0.7878828075817875
0.115, 5.500693601542746e-06, 0.7878788280758178
0.12, 5.441314156015429e-06, 0.7878787882807582
0.125, 5.1986944915601525e-06, 0.8078787878828075
0.13, 4.944166964915603e-06, 0.778078787878828
0.135, 4.925371039649155e-06, 0.8777807878787882
0.14, 5.044301820396492e-06, 0.8387778078787879
0.145, 4.922309748203966e-06, 0.8583877780787879
0.15, 5.617734657482038e-06, 0.778583877780788
0.155, 4.820827216574819e-06, 0.8377858387778079
0.16, 5.795853132165743e-06, 0.738377858387778
0.165, 4.617964231321656e-06, 0.8873837785838777
0.17, 4.4192984723132156e-06, 0.8688738377858388
0.17500000000000002, 4.651803654723134e-06, 0.8986887383778585
0.18, 4.6796825365472295e-06, 0.8989868873837785
0.185, 5.1906681253654714e-06, 0.7989898688738378
0.19, 5.0355916412536535e-06, 0.8279898986887383
0.195, 5.284852496412539e-06, 0.8482798989868874
0.2, 5.1399713749641256e-06, 0.7984827989898688
0.20500000000000002, 5.433222303749642e-06, 0.7979848279898987
0.21, 4.793023013037497e-06, 0.8479798482798989
0.215, 5.369771490130375e-06, 0.7684797984827989
0.22, 5.2002965749013045e-06, 0.827684797984828
0.225, 5.0327268557490116e-06, 0.8582768479798483
0.23, 5.0549597785574894e-06, 0.8285827684797985
0.23500000000000001, 5.268821767785575e-06, 0.8482858276847981
0.24, 5.403542677677854e-06, 0.7984828582768481
0.245, 4.899380416776777e-06, 0.8479848285827686
0.25, 5.001300544167766e-06, 0.8484798482858277
0.255, 4.841968925441677e-06, 0.8484847984828582
0.26, 4.939197729254416e-06, 0.8484848479848286
0.265, 5.081754917292542e-06, 0.8284848484798482
0.27, 5.549708369172924e-06, 0.7782848484847985
0.275, 4.714203253691729e-06, 0.897782848484848
